symbol,first_snapshot_year,latest_snapshot_year,sources,asset_types,statuses,alpha_vantage_symbol,yahoo_symbol_candidate,local_symbol_candidate,symbol_suffix_type,needs_symbol_validation,yf_symbol,rejection_reason
GSQD,2021,2022,alpha_vantage_listing_status,Stock,Active,GSQD,GSQD,GSQD,plain,False,GSQD,
GSRM,2022,2022,alpha_vantage_listing_status,Stock,Active,GSRM,GSRM,GSRM,plain,False,GSRM,
GSRMR,2022,2022,alpha_vantage_listing_status,Stock,Active,GSRMR,GSRMR,GSRMR,plain,False,GSRMR,
GSRMU,2022,2022,alpha_vantage_listing_status,Stock,Active,GSRMU,GSRMU,GSRMU,plain,False,GSRMU,
GSRMW,2022,2022,alpha_vantage_listing_status,Stock,Active,GSRMW,GSRMW,GSRMW,plain,False,GSRMW,
GSS,2010,2021,alpha_vantage_listing_status,Stock,Active,GSS,GSS,GSS,plain,False,GSS,
GST,2010,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active|Delisted,GST,GST,GST,plain,False,GST,
GSUM,2016,2021,alpha_vantage_listing_status,Stock,Active|Delisted,GSUM,GSUM,GSUM,plain,False,GSUM,
GSUN,2022,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,GSUN,GSUN,GSUN,plain,False,GSUN,
GSV,2012,2021,alpha_vantage_listing_status,Stock,Active,GSV,GSV,GSV,plain,False,GSV,
GT,2010,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,GT,GT,GT,plain,False,GT,
GTAC,2021,2022,alpha_vantage_listing_status,Stock,Active,GTAC,GTAC,GTAC,plain,False,GTAC,
GTACU,2021,2022,alpha_vantage_listing_status,Stock,Active,GTACU,GTACU,GTACU,plain,False,GTACU,
GTACW,2021,2022,alpha_vantage_listing_status,Stock,Active,GTACW,GTACW,GTACW,plain,False,GTACW,
GTAT,2010,2021,alpha_vantage_listing_status,Stock,Active|Delisted,GTAT,GTAT,GTAT,plain,False,GTAT,
GTBP,2017,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,GTBP,GTBP,GTBP,plain,False,GTBP,
GTE,2010,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,GTE,GTE,GTE,plain,False,GTE,
GTEC,2018,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,GTEC,GTEC,GTEC,plain,False,GTEC,
GTES,2018,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,GTES,GTES,GTES,plain,False,GTES,
GTH,2020,2022,alpha_vantage_listing_status,Stock,Active,GTH,GTH,GTH,plain,False,GTH,
GTHX,2017,2022,alpha_vantage_listing_status,Stock,Active,GTHX,GTHX,GTHX,plain,False,GTHX,
GTI,2010,2021,alpha_vantage_listing_status,Stock,Active|Delisted,GTI,GTI,GTI,plain,False,GTI,
GTIM,2010,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,GTIM,GTIM,GTIM,plain,False,GTIM,
GTIV,2010,2021,alpha_vantage_listing_status,Stock,Active|Delisted,GTIV,GTIV,GTIV,plain,False,GTIV,
GTLB,2021,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,GTLB,GTLB,GTLB,plain,False,GTLB,
GTLS,2010,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,GTLS,GTLS,GTLS,plain,False,GTLS,
GTM,2020,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,GTM,GTM,GTM,plain,False,GTM,
GTN,2010,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,GTN,GTN,GTN,plain,False,GTN,
GTN-A,2010,2022,alpha_vantage_listing_status,Stock,Active,GTN-A,GTN-A,GTN.A,class_or_suffix,True,GTN-A,
GTPA,2021,2021,alpha_vantage_listing_status,Stock,Active,GTPA,GTPA,GTPA,plain,False,GTPA,
GTPAU,2021,2021,alpha_vantage_listing_status,Stock,Active,GTPAU,GTPAU,GTPAU,plain,False,GTPAU,
GTPAW,2021,2021,alpha_vantage_listing_status,Stock,Active,GTPAW,GTPAW,GTPAW,plain,False,GTPAW,
GTPB,2021,2021,alpha_vantage_listing_status,Stock,Active,GTPB,GTPB,GTPB,plain,False,GTPB,
GTPBU,2021,2021,alpha_vantage_listing_status,Stock,Active,GTPBU,GTPBU,GTPBU,plain,False,GTPBU,
GTPBW,2021,2021,alpha_vantage_listing_status,Stock,Active,GTPBW,GTPBW,GTPBW,plain,False,GTPBW,
GTS,2010,2021,alpha_vantage_listing_status,Stock,Active,GTS,GTS,GTS,plain,False,GTS,
GTWN,2010,2021,alpha_vantage_listing_status,Stock,Active|Delisted,GTWN,GTWN,GTWN,plain,False,GTWN,
GTX,2018,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,GTX,GTX,GTX,plain,False,GTX,
GTXAP,2021,2022,alpha_vantage_listing_status,Stock,Active,GTXAP,GTXAP,GTXAP,plain,False,GTXAP,
GTY,2010,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,GTY,GTY,GTY,plain,False,GTY,
GTYH,2016,2021,alpha_vantage_listing_status,Stock,Active,GTYH,GTYH,GTYH,plain,False,GTYH,
GTYHU,2016,2021,alpha_vantage_listing_status,Stock,Active|Delisted,GTYHU,GTYHU,GTYHU,plain,False,GTYHU,
GUA,2016,2021,alpha_vantage_listing_status,Stock,Delisted,GUA,GUA,GUA,plain,False,GUA,
GUA-CL,2016,2021,alpha_vantage_listing_status,Stock,Delisted,GUA-CL,GUA-CL,GUA-CL,class_or_suffix,False,GUA-CL,
GUG,2021,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,GUG,GUG,GUG,plain,False,GUG,
GUID,2010,2021,alpha_vantage_listing_status,Stock,Active|Delisted,GUID,GUID,GUID,plain,False,GUID,
GUT-R,2021,2022,alpha_vantage_listing_status,Stock,Active,GUT-R,GUT-R,GUT.R,class_or_suffix,True,GUT-R,
GV,2010,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active|Delisted,GV,GV,GV,plain,False,GV,
GVA,2010,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,GVA,GVA,GVA,plain,False,GVA,
GVCI,2022,2022,alpha_vantage_listing_status,Stock,Active,GVCI,GVCI,GVCI,plain,False,GVCI,
GVCIU,2021,2022,alpha_vantage_listing_status,Stock,Active,GVCIU,GVCIU,GVCIU,plain,False,GVCIU,
GVCIW,2021,2022,alpha_vantage_listing_status,Stock,Active,GVCIW,GVCIW,GVCIW,plain,False,GVCIW,
GVP,2010,2022,alpha_vantage_listing_status,Stock,Active,GVP,GVP,GVP,plain,False,GVP,
GWACU,2020,2021,alpha_vantage_listing_status,Stock,Delisted,GWACU,GWACU,GWACU,plain,False,GWACU,
GWAV,2016,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,GWAV,GWAV,GWAV,plain,False,GWAV,
GWB,2014,2021,alpha_vantage_listing_status,Stock,Active,GWB,GWB,GWB,plain,False,GWB,
GWGHQ,2014,2021,alpha_vantage_listing_status,Stock,Active,GWGHQ,GWGHQ,GWGHQ,plain,False,GWGHQ,
GWH,2021,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,GWH,GWH,GWH,plain,False,GWH,
GWII,2021,2022,alpha_vantage_listing_status,Stock,Active,GWII,GWII,GWII,plain,False,GWII,
GWIIU,2021,2021,alpha_vantage_listing_status,Stock,Delisted,GWIIU,GWIIU,GWIIU,plain,False,GWIIU,
GWIIW,2021,2022,alpha_vantage_listing_status,Stock,Active,GWIIW,GWIIW,GWIIW,plain,False,GWIIW,
GWPH,2013,2021,alpha_vantage_listing_status,Stock,Active|Delisted,GWPH,GWPH,GWPH,plain,False,GWPH,
GWR,2010,2021,alpha_vantage_listing_status,Stock,Active|Delisted,GWR,GWR,GWR,plain,False,GWR,
GWRE,2012,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,GWRE,GWRE,GWRE,plain,False,GWRE,
GWRS,2016,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,GWRS,GWRS,GWRS,plain,False,GWRS,
GWRU,2012,2021,alpha_vantage_listing_status,Stock,Active|Delisted,GWRU,GWRU,GWRU,plain,False,GWRU,
GWW,2010,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,GWW,GWW,GWW,plain,False,GWW,
GXGXU,2019,2021,alpha_vantage_listing_status,Stock,Active|Delisted,GXGXU,GXGXU,GXGXU,plain,False,GXGXU,
GXII,2021,2022,alpha_vantage_listing_status,Stock,Active,GXII,GXII,GXII,plain,False,GXII,
GXIIU,2021,2022,alpha_vantage_listing_status,Stock,Active,GXIIU,GXIIU,GXIIU,plain,False,GXIIU,
GXIIW,2021,2022,alpha_vantage_listing_status,Stock,Active,GXIIW,GXIIW,GXIIW,plain,False,GXIIW,
GXO,2021,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,GXO,GXO,GXO,plain,False,GXO,
GXP,2010,2021,alpha_vantage_listing_status,Stock,Active|Delisted,GXP,GXP,GXP,plain,False,GXP,
GY,2010,2021,alpha_vantage_listing_status,Stock,Active|Delisted,GY,GY,GY,plain,False,GY,
GYB,2010,2021,alpha_vantage_listing_status,Stock,Active|Delisted,GYB,GYB,GYB,plain,False,GYB,
GYB-CL,2019,2021,alpha_vantage_listing_status,Stock,Delisted,GYB-CL,GYB-CL,GYB-CL,class_or_suffix,False,GYB-CL,
GYC,2010,2021,alpha_vantage_listing_status,Stock,Active|Delisted,GYC,GYC,GYC,plain,False,GYC,
GYRE,2010,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,GYRE,GYRE,GYRE,plain,False,GYRE,
GYRO,2010,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,GYRO,GYRO,GYRO,plain,False,GYRO,
H,2010,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,H,H,H,plain,False,H,
HA,2010,2022,alpha_vantage_listing_status,Stock,Active,HA,HA,HA,plain,False,HA,
HAAC,2021,2021,alpha_vantage_listing_status,Stock,Active,HAAC,HAAC,HAAC,plain,False,HAAC,
HAACU,2020,2021,alpha_vantage_listing_status,Stock,Active,HAACU,HAACU,HAACU,plain,False,HAACU,
HAACW,2021,2021,alpha_vantage_listing_status,Stock,Active,HAACW,HAACW,HAACW,plain,False,HAACW,
HABT,2014,2021,alpha_vantage_listing_status,Stock,Active|Delisted,HABT,HABT,HABT,plain,False,HABT,
HAE,2010,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,HAE,HAE,HAE,plain,False,HAE,
HAFC,2010,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,HAFC,HAFC,HAFC,plain,False,HAFC,
HAFN,2020,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,HAFN,HAFN,HAFN,plain,False,HAFN,
HAIN,2010,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,HAIN,HAIN,HAIN,plain,False,HAIN,
HAL,2010,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,HAL,HAL,HAL,plain,False,HAL,
HALO,2010,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,HALO,HALO,HALO,plain,False,HALO,
HAMPQ,2010,2021,alpha_vantage_listing_status,Stock,Active|Delisted,HAMPQ,HAMPQ,HAMPQ,plain,False,HAMPQ,
HAR,2016,2021,alpha_vantage_listing_status,Stock,Active|Delisted,HAR,HAR,HAR,plain,False,HAR,
HARP,2019,2022,alpha_vantage_listing_status,Stock,Active,HARP,HARP,HARP,plain,False,HARP,
HART,2013,2022,alpha_vantage_listing_status,ETF|Stock,Active|Delisted,HART,HART,HART,plain,False,HART,
HAS,2010,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,HAS,HAS,HAS,plain,False,HAS,
HASI,2013,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,HASI,HASI,HASI,plain,False,HASI,
HAST,2010,2021,alpha_vantage_listing_status,Stock,Active|Delisted,HAST,HAST,HAST,plain,False,HAST,
HAWK,2013,2021,alpha_vantage_listing_status,Stock,Active|Delisted,HAWK,HAWK,HAWK,plain,False,HAWK,
HAWKQ,2010,2021,alpha_vantage_listing_status,Stock,Active|Delisted,HAWKQ,HAWKQ,HAWKQ,plain,False,HAWKQ,
HAYN,2010,2022,alpha_vantage_listing_status,Stock,Active,HAYN,HAYN,HAYN,plain,False,HAYN,
HAYW,2021,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,HAYW,HAYW,HAYW,plain,False,HAYW,
HBAN,2010,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,HBAN,HBAN,HBAN,plain,False,HBAN,
HBANM,2021,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,HBANM,HBANM,HBANM,plain,False,HBANM,
HBANN,2016,2021,alpha_vantage_listing_status,Stock,Active|Delisted,HBANN,HBANN,HBANN,plain,False,HBANN,
HBANO,2016,2021,alpha_vantage_listing_status,Stock,Active|Delisted,HBANO,HBANO,HBANO,plain,False,HBANO,
HBANP,2010,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active|Delisted,HBANP,HBANP,HBANP,plain,False,HBANP,
HBB,2017,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,HBB,HBB,HBB,plain,False,HBB,
HBCP,2010,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,HBCP,HBCP,HBCP,plain,False,HBCP,
HBE,2010,2021,alpha_vantage_listing_status,Stock,Active|Delisted,HBE,HBE,HBE,plain,False,HBE,
HBHC,2010,2021,alpha_vantage_listing_status,Stock,Active|Delisted,HBHC,HBHC,HBHC,plain,False,HBHC,
HBHCL,2015,2021,alpha_vantage_listing_status,Stock,Active|Delisted,HBHCL,HBHCL,HBHCL,plain,False,HBHCL,
HBI,2010,2022,alpha_vantage_listing_status,Stock,Active,HBI,HBI,HBI,plain,False,HBI,
HBIO,2010,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,HBIO,HBIO,HBIO,plain,False,HBIO,
HBK,2012,2021,alpha_vantage_listing_status,Stock,Active|Delisted,HBK,HBK,HBK,plain,False,HBK,
HBM,2010,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,HBM,HBM,HBM,plain,False,HBM,
HBMD,2010,2021,alpha_vantage_listing_status,Stock,Active,HBMD,HBMD,HBMD,plain,False,HBMD,
HBNC,2010,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,HBNC,HBNC,HBNC,plain,False,HBNC,
HBNK,2010,2021,alpha_vantage_listing_status,Stock,Active|Delisted,HBNK,HBNK,HBNK,plain,False,HBNK,
HBOS,2010,2021,alpha_vantage_listing_status,Stock,Active|Delisted,HBOS,HBOS,HBOS,plain,False,HBOS,
HBP,2010,2021,alpha_vantage_listing_status,Stock,Active,HBP,HBP,HBP,plain,False,HBP,
HBT,2019,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,HBT,HBT,HBT,plain,False,HBT,
HCA,2011,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,HCA,HCA,HCA,plain,False,HCA,
HCACU,2019,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active|Delisted,HCACU,HCACU,HCACU,plain,False,HCACU,
HCAP,2013,2021,alpha_vantage_listing_status,Stock,Active|Delisted,HCAP,HCAP,HCAP,plain,False,HCAP,
HCAPL,2015,2021,alpha_vantage_listing_status,Stock,Active|Delisted,HCAPL,HCAPL,HCAPL,plain,False,HCAPL,
HCAPZ,2017,2021,alpha_vantage_listing_status,Stock,Active|Delisted,HCAPZ,HCAPZ,HCAPZ,plain,False,HCAPZ,
HCAR,2021,2021,alpha_vantage_listing_status,Stock,Active,HCAR,HCAR,HCAR,plain,False,HCAR,
HCARU,2020,2021,alpha_vantage_listing_status,Stock,Active,HCARU,HCARU,HCARU,plain,False,HCARU,
HCARW,2021,2021,alpha_vantage_listing_status,Stock,Active,HCARW,HCARW,HCARW,plain,False,HCARW,
HCAT,2019,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,HCAT,HCAT,HCAT,plain,False,HCAT,
HCBK,2010,2021,alpha_vantage_listing_status,Stock,Active|Delisted,HCBK,HCBK,HCBK,plain,False,HCBK,
HCC,2010,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active|Delisted,HCC,HCC,HCC,plain,False,HCC,
HCCCU,2021,2021,alpha_vantage_listing_status,Stock,Active,HCCCU,HCCCU,HCCCU,plain,False,HCCCU,
HCCH,2018,2021,alpha_vantage_listing_status,Stock,Active|Delisted,HCCH,HCCH,HCCH,plain,False,HCCH,
HCCHR,2018,2021,alpha_vantage_listing_status,Stock,Active|Delisted,HCCHR,HCCHR,HCCHR,plain,False,HCCHR,
HCCHU,2018,2021,alpha_vantage_listing_status,Stock,Active|Delisted,HCCHU,HCCHU,HCCHU,plain,False,HCCHU,
HCCHW,2018,2021,alpha_vantage_listing_status,Stock,Active|Delisted,HCCHW,HCCHW,HCCHW,plain,False,HCCHW,
HCCI,2010,2022,alpha_vantage_listing_status,Stock,Active,HCCI,HCCI,HCCI,plain,False,HCCI,
HCCOU,2019,2021,alpha_vantage_listing_status,Stock,Active|Delisted,HCCOU,HCCOU,HCCOU,plain,False,HCCOU,
HCI,2010,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,HCI,HCI,HCI,plain,False,HCI,
HCIC,2021,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,HCIC,HCIC,HCIC,plain,False,HCIC,
HCICU,2021,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,HCICU,HCICU,HCICU,plain,False,HCICU,
HCICW,2021,2021,alpha_vantage_listing_status,Stock,Active,HCICW,HCICW,HCICW,plain,False,HCICW,
HCII,2021,2021,alpha_vantage_listing_status,Stock,Active,HCII,HCII,HCII,plain,False,HCII,
HCIIU,2021,2021,alpha_vantage_listing_status,Stock,Active,HCIIU,HCIIU,HCIIU,plain,False,HCIIU,
HCIIW,2021,2021,alpha_vantage_listing_status,Stock,Active,HCIIW,HCIIW,HCIIW,plain,False,HCIIW,
HCJ,2016,2021,alpha_vantage_listing_status,Stock,Active|Delisted,HCJ,HCJ,HCJ,plain,False,HCJ,
HCJ-CL,2017,2021,alpha_vantage_listing_status,Stock,Delisted,HCJ-CL,HCJ-CL,HCJ-CL,class_or_suffix,False,HCJ-CL,
HCKT,2010,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,HCKT,HCKT,HCKT,plain,False,HCKT,
HCLP,2012,2021,alpha_vantage_listing_status,Stock,Active|Delisted,HCLP,HCLP,HCLP,plain,False,HCLP,
HCM,2016,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,HCM,HCM,HCM,plain,False,HCM,
HCMAU,2022,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,HCMAU,HCMAU,HCMAU,plain,False,HCMAU,
HCN,2010,2021,alpha_vantage_listing_status,Stock,Active|Delisted,HCN,HCN,HCN,plain,False,HCN,
HCNE,2021,2022,alpha_vantage_listing_status,Stock,Active,HCNE,HCNE,HCNE,plain,False,HCNE,
HCNEU,2021,2022,alpha_vantage_listing_status,Stock,Active,HCNEU,HCNEU,HCNEU,plain,False,HCNEU,
HCNEW,2021,2022,alpha_vantage_listing_status,Stock,Active,HCNEW,HCNEW,HCNEW,plain,False,HCNEW,
HCP,2021,2022,alpha_vantage_listing_status,Stock,Active,HCP,HCP,HCP,plain,False,HCP,
HCR,2019,2021,alpha_vantage_listing_status,Stock,Active|Delisted,HCR,HCR,HCR,plain,False,HCR,
HCSG,2010,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,HCSG,HCSG,HCSG,plain,False,HCSG,
HCT,2014,2021,alpha_vantage_listing_status,Stock,Active|Delisted,HCT,HCT,HCT,plain,False,HCT,
HCTI,2021,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,HCTI,HCTI,HCTI,plain,False,HCTI,
HCWB,2021,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,HCWB,HCWB,HCWB,plain,False,HCWB,
HCXY,2018,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,HCXY,HCXY,HCXY,plain,False,HCXY,
HCXZ,2018,2021,alpha_vantage_listing_status,Stock,Active|Delisted,HCXZ,HCXZ,HCXZ,plain,False,HCXZ,
HD,2010,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,HD,HD,HD,plain,False,HD,
HDB,2010,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,HDB,HDB,HDB,plain,False,HDB,
HDNG,2010,2021,alpha_vantage_listing_status,Stock,Active|Delisted,HDNG,HDNG,HDNG,plain,False,HDNG,
HDP,2014,2021,alpha_vantage_listing_status,Stock,Active|Delisted,HDP,HDP,HDP,plain,False,HDP,
HDRA,2016,2021,alpha_vantage_listing_status,Stock,Active|Delisted,HDRA,HDRA,HDRA,plain,False,HDRA,
HDRAR,2016,2021,alpha_vantage_listing_status,Stock,Active|Delisted,HDRAR,HDRAR,HDRAR,plain,False,HDRAR,
HDRAU,2016,2021,alpha_vantage_listing_status,Stock,Active|Delisted,HDRAU,HDRAU,HDRAU,plain,False,HDRAU,
HDRAW,2016,2021,alpha_vantage_listing_status,Stock,Active|Delisted,HDRAW,HDRAW,HDRAW,plain,False,HDRAW,
HDS,2013,2021,alpha_vantage_listing_status,Stock,Active|Delisted,HDS,HDS,HDS,plain,False,HDS,
HDSN,2010,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,HDSN,HDSN,HDSN,plain,False,HDSN,
HE,2010,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,HE,HE,HE,plain,False,HE,
HECCU,2020,2021,alpha_vantage_listing_status,Stock,Active|Delisted,HECCU,HECCU,HECCU,plain,False,HECCU,
HEES,2010,2022,alpha_vantage_listing_status,Stock,Active,HEES,HEES,HEES,plain,False,HEES,
HEI,2010,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,HEI,HEI,HEI,plain,False,HEI,
HEI-A,2016,2022,alpha_vantage_listing_status,Stock,Active,HEI-A,HEI-A,HEI.A,class_or_suffix,True,HEI-A,
HELE,2010,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,HELE,HELE,HELE,plain,False,HELE,
HELP,2019,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,HELP,HELP,HELP,plain,False,HELP,
HEOP,2010,2021,alpha_vantage_listing_status,Stock,Active|Delisted,HEOP,HEOP,HEOP,plain,False,HEOP,
HEP,2010,2022,alpha_vantage_listing_status,Stock,Active,HEP,HEP,HEP,plain,False,HEP,
HEPA,2014,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,HEPA,HEPA,HEPA,plain,False,HEPA,
HEPS,2021,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,HEPS,HEPS,HEPS,plain,False,HEPS,
HERA,2021,2022,alpha_vantage_listing_status,Stock,Active,HERA,HERA,HERA,plain,False,HERA,
HERAU,2021,2022,alpha_vantage_listing_status,Stock,Active,HERAU,HERAU,HERAU,plain,False,HERAU,
HERAW,2021,2022,alpha_vantage_listing_status,Stock,Active,HERAW,HERAW,HERAW,plain,False,HERAW,
HEROQ,2016,2021,alpha_vantage_listing_status,Stock,Delisted,HEROQ,HEROQ,HEROQ,plain,False,HEROQ,
HES,2010,2022,alpha_vantage_listing_status,Stock,Active,HES,HES,HES,plain,False,HES,
HESM,2017,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,HESM,HESM,HESM,plain,False,HESM,
HEXO,2017,2022,alpha_vantage_listing_status,Stock,Active,HEXO,HEXO,HEXO,plain,False,HEXO,
HF,2010,2021,alpha_vantage_listing_status,Stock,Active|Delisted,HF,HF,HF,plain,False,HF,
HFBC,2010,2021,alpha_vantage_listing_status,Stock,Active|Delisted,HFBC,HFBC,HFBC,plain,False,HFBC,
HFBL,2010,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,HFBL,HFBL,HFBL,plain,False,HFBL,
HFFC,2016,2021,alpha_vantage_listing_status,Stock,Delisted,HFFC,HFFC,HFFC,plain,False,HFFC,
HFFG,2017,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,HFFG,HFFG,HFFG,plain,False,HFFG,
HFGIC,2017,2021,alpha_vantage_listing_status,Stock,Active|Delisted,HFGIC,HFGIC,HFGIC,plain,False,HFGIC,
HFWA,2010,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,HFWA,HFWA,HFWA,plain,False,HFWA,
HGAS,2021,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,HGAS,HGAS,HGAS,plain,False,HGAS,
HGBL,2016,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,HGBL,HGBL,HGBL,plain,False,HGBL,
HGG,2017,2021,alpha_vantage_listing_status,Stock,Delisted,HGG,HGG,HGG,plain,False,HGG,
HGGG,2017,2021,alpha_vantage_listing_status,Stock,Delisted,HGGG,HGGG,HGGG,plain,False,HGGG,
HGH,2012,2021,alpha_vantage_listing_status,Stock,Active,HGH,HGH,HGH,plain,False,HGH,
HGLB,2019,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,HGLB,HGLB,HGLB,plain,False,HGLB,
HGR,2010,2021,alpha_vantage_listing_status,Stock,Active|Delisted,HGR,HGR,HGR,plain,False,HGR,
HGT,2010,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active|Delisted,HGT,HGT,HGT,plain,False,HGT,
HGTY,2021,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,HGTY,HGTY,HGTY,plain,False,HGTY,
HGV,2017,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,HGV,HGV,HGV,plain,False,HGV,
HH,2010,2021,alpha_vantage_listing_status,Stock,Active|Delisted,HH,HH,HH,plain,False,HH,
HHGC,2021,2022,alpha_vantage_listing_status,Stock,Active,HHGC,HHGC,HHGC,plain,False,HHGC,
HHGCR,2021,2022,alpha_vantage_listing_status,Stock,Active,HHGCR,HHGCR,HHGCR,plain,False,HHGCR,
HHGCU,2021,2022,alpha_vantage_listing_status,Stock,Active,HHGCU,HHGCU,HHGCU,plain,False,HHGCU,
HHGCW,2021,2022,alpha_vantage_listing_status,Stock,Active,HHGCW,HHGCW,HHGCW,plain,False,HHGCW,
HHH,2010,2026,alpha_vantage_listing_status|runtime_symbols_txt,ETF|Stock,Active,HHH,HHH,HHH,plain,False,HHH,
HHHHR,2019,2021,alpha_vantage_listing_status,Stock,Active|Delisted,HHHHR,HHHHR,HHHHR,plain,False,HHHHR,
HHHHU,2019,2021,alpha_vantage_listing_status,Stock,Active|Delisted,HHHHU,HHHHU,HHHHU,plain,False,HHHHU,
HHLA,2021,2022,alpha_vantage_listing_status,Stock,Active,HHLA,HHLA,HHLA,plain,False,HHLA,
HHR,2019,2022,alpha_vantage_listing_status,Stock,Active,HHR,HHR,HHR,plain,False,HHR,
HHRS,2021,2022,alpha_vantage_listing_status,Stock,Active,HHRS,HHRS,HHRS,plain,False,HHRS,
HHRSW,2021,2022,alpha_vantage_listing_status,Stock,Active,HHRSW,HHRSW,HHRSW,plain,False,HHRSW,
HHS,2010,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,HHS,HHS,HHS,plain,False,HHS,
HI,2010,2022,alpha_vantage_listing_status,Stock,Active,HI,HI,HI,plain,False,HI,
