symbol,first_eligible_trade_date,source,notes
AORT,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
AOS,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
AOSL,2011-04-29,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
AOUT,2021-08-23,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
AP,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
APA,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
APAM,2014-03-07,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
APD,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
APEI,2008-11-10,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
APG,2021-04-29,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
APH,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
API,2021-06-28,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
APLD,2023-04-17,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
APLE,2016-05-17,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
APLM,2022-11-28,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
APLMW,2024-04-02,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
APLS,2018-11-09,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
APM,2019-12-18,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
APO,2012-03-29,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
APOG,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
APP,2022-04-15,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
APPF,2016-06-27,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
APPN,2018-05-25,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
APPS,2007-07-09,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
APRE,2020-10-02,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
APT,2000-02-16,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
APTV,2012-11-20,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
APVO,2017-07-20,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
APWC,2004-07-15,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
APYX,2020-01-02,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
AQB,2018-01-11,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
AQMS,2016-08-01,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
AQN,2010-12-29,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
AQNB,2020-05-27,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
AQST,2019-07-26,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
AR,2014-10-10,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
ARAY,2008-02-08,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
ARBE,2021-11-01,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
ARBK,2022-09-23,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
ARCB,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
ARCC,2005-10-05,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
ARCO,2012-04-16,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
ARCT,2014-05-22,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
ARDX,2015-06-19,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
ARE,1998-05-28,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
AREB,2023-02-08,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
AREC,2018-07-02,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
AREN,2009-01-28,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
ARES,2015-05-04,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
ARGX,2018-05-18,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
ARHS,2022-11-04,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
ARI,2010-09-24,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
ARIS,2011-10-08,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
ARKO,2020-07-22,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
ARKR,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
ARL,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
ARLO,2019-08-06,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
ARLP,2000-08-16,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
ARMK,2014-12-12,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
ARMP,1995-05-20,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
AROC,2008-08-20,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
AROW,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
ARQ,2005-01-24,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
ARQQ,2022-04-01,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
ARQQW,2023-08-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
ARQT,2021-02-01,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
ARR,2008-12-02,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
ARRY,2021-10-15,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
ARTL,2020-06-22,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
ARTNA,1995-04-28,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
ARTW,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
ARVN,2019-09-30,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
ARW,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
ARWR,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
ASAN,2021-09-30,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
ASB,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
ASBP,2023-04-13,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
ASC,2014-08-01,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
ASGI,2021-07-29,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
ASH,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
ASIX,2017-09-15,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
ASLE,2020-02-28,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
ASM,2006-11-21,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
ASMB,2011-12-17,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
ASML,1996-03-14,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
ASND,2016-01-28,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
ASNS,2023-05-16,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
ASO,2021-10-04,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
ASPI,2023-11-13,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
ASPN,2015-06-15,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
ASPS,2010-08-06,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
ASR,2001-10-04,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
ASRT,1998-12-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
ASRV,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
ASTC,1996-12-20,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
ASTE,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
ASTH,2010-03-11,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
ASTI,2023-08-25,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
ASTL,2022-03-04,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
ASTS,2020-11-02,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
ASUR,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
ASX,2001-10-08,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
ASYS,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
ATAI,2022-06-18,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
ATAT,2023-11-14,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
ATCH,2022-03-10,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
